source,question,answer,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,45) What will be the output of the below Python code –,"def multipliers ():
 return [lambda x: i * x for i in range (4)]
 print [m (2) for m in multipliers ()]
 The output for the above code will be [6, 6,6,6]. The reason for this is that because of late binding the value of the variable i is looked up when any of the functions returned by multipliers are called.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,46) What do you mean by list comprehension?,"The process of creating a list while performing some operation on the data so that it can be accessed using an iterator is referred to as List Comprehension.
 Example:
 [ord (j) for j in string.ascii_uppercase]
 [65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,47) What will be the output of the below code,"word = ‘aeioubcdfg'
 print word [:3] + word [3:]
 The output for the above code will be: ‘aeioubcdfg'.
 In string slicing when the indices of both the slices collide and a “+” operator is applied on the string it concatenates them.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,"48) list= [‘a’,’e’,’i’,’o’,’u’]","print list [8:]
 The output for the above code will be an empty list []. Most of the people might confuse the answer with an index error because the code is attempting to access a member in the list whose index exceeds the total number of members in the list. The reason being the code is trying to access the slice of a list at a starting index which is greater than the number of members in the list.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,49) What will be the output of the below code:,"def foo (i= []):
 i.append (1)
 return i
 >>> foo ()
 >>> foo ()
 The output for the above code will be-
 [1]
 [1, 1]
 The argument to the function foo is evaluated only once when the function is defined. However, since it is a list, on every all the list is modified by appending a 1 to it.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,50) Can the lambda forms in Python contain statements?,"No, as their syntax is restricted to single expressions and they are used for creating function objects which are returned at runtime.
 This list of questions for Python interview questions and answers is not an exhaustive one and will continue to be a work in progress. Let us know in the comments below if we missed out on any important question that needs to be up here.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,51) What will be the data type of x for the following code?,"`x = input(“Enter a number”)
 String. 
 In Python versions released earlier than 3.x, there was a function by the same which tried to guess the data type of the input. But, now the default data type is string.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,52) What do you mean by pickling and unpickling in Python?,Python has a module called pickle which accepts any python object as an input and transforms it into a string representation before dumping it into a file using the dump function. This process is called pickling. The process of obtaining python objects from a pickled file is called unpickling.,,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,53) What will be the output of the following code:,">>>Welcome = “Welcome to ProjectPro!”
 >>>Welcome[1:7:2]
 ‘ecm’",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,54) What is wrong with the following code:,">>>print(“I love browsing through “ProjectPro” content.”)
 It will give you a syntax error. That is because if one wants to print double quotes, they need to use single quotes for string. So, the correct code would be:
 >>>print(“I love browsing through ‘ProjectPro’ content.”)
 Or
 >>>print(‘I love browsing through “ProjectPro” content.’)",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,55) How can you iterate over a few files in python?,">>>import os
 >>>directory = r’C:\Users\admin directory’
 >>>for filename in os.listdir(directory):
 >>> if(filename.endswith(‘.csv’):
 >>> print(os.path.join(directory,filename))
 This code will help you in automating your task.",,,,,
https://www.projectpro.io/article/100-data-science-in-python-interview-questions-and-answers-for-2021/188,56) What will be the data type of x for the following code?,"`x = input(“Enter a number”)
 String. 
 In Python versions released earlier than 3.x, there was a function by the same which tried to guess the data type of the input. But, now the default data type is a string.",,,,,
